trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_People,employment_intensity
2631,2019,AU,IN,PRINT,COMPU,1.01,0.0,0.0,0.0,0.0,0.0,0.0
65063,2019,WL,IN,BASIC,CRUDE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
54542,2019,US,IN,GLASS,BASIC,1.08,0.0,0.0,0.0,0.0,0.0,0.0
67085,2019,WM,IN,CHEM1,PLANT,1.08,0.0,0.0,0.0,0.0,0.0,0.0
69843,2019,ZA,IN,COKIN,REALE,1.08,0.0,0.0,0.0,0.0,0.0,0.0
44043,2019,PL,IN,BASIC,BASIC,1.08,0.0,0.0,0.0,0.0,0.0,0.0
58702,2019,WA,IN,FOOD5,FOOD5,1.08,0.0,0.0,0.0,0.0,0.0,0.0
24090,2019,GB,IN,INSUR,TEXTI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
18469,2019,ES,IN,SANDC,GLASS,1.08,0.0,0.0,0.0,0.0,0.0,0.0
31807,2019,IT,IN,BUSIN,FABRI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
47790,2019,RU,IN,LEATH,ELECT,1.08,0.0,0.0,0.0,0.0,0.0,0.0
4104,2019,BE,IN,MACHI,FOUND,1.08,0.0,0.0,0.0,0.0,0.0,0.0
23664,2019,GB,IN,FABRI,MOTOR,1.08,0.0,0.0,0.0,0.0,0.0,0.0
5836,2019,BR,IN,LEATH,MOTO1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
40454,2019,MX,IN,PREC1,WOODW,1.08,0.0,0.0,0.0,0.0,0.0,0.0
58071,2019,WA,IN,COMPU,HOTEL,1.08,0.0,0.0,0.0,0.0,0.0,0.0
42439,2019,NL,IN,POSTT,RETA1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
13923,2019,DE,IN,PAPER,WEARI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
62355,2019,WE,IN,BASIC,BASIC,1.08,0.0,0.0,0.0,0.0,0.0,0.0
14659,2019,DE,IN,RETA1,RENTI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
30729,2019,IE,IN,PULP5,MOTOR,1.08,0.0,0.0,0.0,0.0,0.0,0.0
60263,2019,WA,IN,PFERT,NONSP,1.08,0.0,0.0,0.0,0.0,0.0,0.0
7451,2019,CH,IN,BASIC,MOTO1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
1546,2019,AU,IN,ALUM1,FURNI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
60326,2019,WA,IN,PLAST,COKEO,1.08,0.0,0.0,0.0,0.0,0.0,0.0
469,2019,AT,IN,COPP1,MACHI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
34229,2019,JP,IN,BUSIN,FISH5,1.07,0.0,0.0,0.0,0.0,0.0,0.0
63402,2019,WE,IN,VEGET,BEVER,1.07,0.0,0.0,0.0,0.0,0.0,0.0
9279,2019,CN,IN,GLASS,PLAST,1.07,0.0,0.0,0.0,0.0,0.0,0.0
29750,2019,IE,IN,CONST,FORES,1.07,0.0,0.0,0.0,0.0,0.0,0.0
57178,2019,WA,IN,AIRTR,ELEC4,1.07,0.0,0.0,0.0,0.0,0.0,0.0
17441,2019,ES,IN,GASDI,PADDY,1.07,0.0,0.0,0.0,0.0,0.0,0.0
27041,2019,HU,IN,CERAM,CEMEN,1.07,0.0,0.0,0.0,0.0,0.0,0.0
49028,2019,SE,IN,BUSIN,PROCE,1.08,0.0,0.0,0.0,0.0,0.0,0.0
31651,2019,IT,IN,ALUM1,OFFIC,1.08,0.0,0.0,0.0,0.0,0.0,0.0
9968,2019,CN,IN,PAPER,TRANS,1.07,0.0,0.0,0.0,0.0,0.0,0.0
68403,2019,WM,IN,NAPHT,PRINT,1.08,0.0,0.0,0.0,0.0,0.0,0.0
37697,2019,KR,IN,NONME,NONME,1.09,0.0,0.0,0.0,0.0,0.0,0.0
47339,2019,RU,IN,ELECT,ELECT,1.09,0.0,0.0,0.0,0.0,0.0,0.0
60633,2019,WA,IN,PRINT,TRANS,1.09,0.0,0.0,0.0,0.0,0.0,0.0
69375,2019,WM,IN,TRANS,MACHI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
22678,2019,FR,IN,WHOLE,COLLE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
61110,2019,WA,IN,REALE,TEXTI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
16215,2019,DK,IN,RUBBE,MOTO1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
32560,2019,IT,IN,LEAD1,BASIC,1.09,0.0,0.0,0.0,0.0,0.0,0.0
67057,2019,WM,IN,CHEM1,LIQUE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
10838,2019,CY,IN,ALUM1,MACHI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
41217,2019,NL,IN,CONST,TEXTI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
2473,2019,AU,IN,PAPER,RETA1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
59155,2019,WA,IN,HEAVY,WHEAT,1.09,0.0,0.0,0.0,0.0,0.0,0.0
34741,2019,JP,IN,FABRI,COPP1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
32521,2019,IT,IN,KEROS,AIRTR,1.08,0.0,0.0,0.0,0.0,0.0,0.0
59908,2019,WA,IN,NONF1,ELEC5,1.08,0.0,0.0,0.0,0.0,0.0,0.0
24264,2019,GB,IN,MACHI,RENTI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
58525,2019,WA,IN,FABRI,RECRE,1.08,0.0,0.0,0.0,0.0,0.0,0.0
4458,2019,BE,IN,POSTT,HOTEL,1.08,0.0,0.0,0.0,0.0,0.0,0.0
64066,2019,WF,IN,GASDI,MOTO1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
58639,2019,WA,IN,FINAN,RESEA,1.08,0.0,0.0,0.0,0.0,0.0,0.0
35383,2019,JP,IN,NONF1,PREC1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
57372,2019,WA,IN,AUXIL,ALUM1,1.08,0.0,0.0,0.0,0.0,0.0,0.0
15168,2019,DE,IN,WHOLE,TRAN2,1.08,0.0,0.0,0.0,0.0,0.0,0.0
45906,2019,RO,IN,COMPU,WHOLE,1.08,0.0,0.0,0.0,0.0,0.0,0.0
24054,2019,GB,IN,INSUR,LANDT,1.08,0.0,0.0,0.0,0.0,0.0,0.0
24577,2019,GB,IN,PLAST,GASDI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
55387,2019,US,IN,PFERT,CONST,1.08,0.0,0.0,0.0,0.0,0.0,0.0
63736,2019,WF,IN,DAIRY,RETAI,1.08,0.0,0.0,0.0,0.0,0.0,0.0
66981,2019,WM,IN,CEMEN,POSTT,1.08,0.0,0.0,0.0,0.0,0.0,0.0
16436,2019,DK,IN,WHOLE,COKE1,1.07,0.0,0.0,0.0,0.0,0.0,0.0
67927,2019,WM,IN,GLASS,HOTEL,1.07,0.0,0.0,0.0,0.0,0.0,0.0
21005,2019,FR,IN,INSUR,INSUR,1.06,0.0,0.0,0.0,0.0,0.0,0.0
12168,2019,DE,IN,AIRTR,PROCE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
29388,2019,IE,IN,ALUM1,MACHI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
64914,2019,WF,IN,WOODW,TEXTI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
46802,2019,RU,IN,ANTHR,PRECI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
19963,2019,FR,IN,AIRTR,RECRE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
14300,2019,DE,IN,PRIVA,TRANS,1.07,0.0,0.0,0.0,0.0,0.0,0.0
36530,2019,JP,IN,WHOLE,NATUR,1.06,0.0,0.0,0.0,0.0,0.0,0.0
4981,2019,BE,IN,SUPPO,RETA1,1.06,0.0,0.0,0.0,0.0,0.0,0.0
14899,2019,DE,IN,SEACO,LEATH,1.06,0.0,0.0,0.0,0.0,0.0,0.0
46886,2019,RU,IN,BASIC,CRUDE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
24242,2019,GB,IN,MACHI,NONME,1.06,0.0,0.0,0.0,0.0,0.0,0.0
32707,2019,IT,IN,MACHI,REALE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
60364,2019,WA,IN,PLAST,NATUR,1.06,0.0,0.0,0.0,0.0,0.0,0.0
25165,2019,GB,IN,RENTI,FURNI,1.06,0.0,0.0,0.0,0.0,0.0,0.0
57441,2019,WA,IN,AUXIL,NAPHT,1.06,0.0,0.0,0.0,0.0,0.0,0.0
32363,2019,IT,IN,GASDI,CONST,1.06,0.0,0.0,0.0,0.0,0.0,0.0
57690,2019,WA,IN,BRICK,CERAM,1.07,0.0,0.0,0.0,0.0,0.0,0.0
21263,2019,FR,IN,MACHI,TEXTI,1.06,0.0,0.0,0.0,0.0,0.0,0.0
12347,2019,DE,IN,BASIC,POSTT,1.06,0.0,0.0,0.0,0.0,0.0,0.0
67604,2019,WM,IN,FISH5,WHOLE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
24366,2019,GB,IN,NONF1,TRAN1,1.06,0.0,0.0,0.0,0.0,0.0,0.0
36233,2019,JP,IN,RUBBE,RADIO,1.06,0.0,0.0,0.0,0.0,0.0,0.0
10255,2019,CN,IN,PRINT,HEALT,1.06,0.0,0.0,0.0,0.0,0.0,0.0
41209,2019,NL,IN,CONST,RENTI,1.06,0.0,0.0,0.0,0.0,0.0,0.0
21163,2019,FR,IN,LEATH,LEATH,1.06,0.0,0.0,0.0,0.0,0.0,0.0
11440,2019,CZ,IN,FABRI,MACHI,1.06,0.0,0.0,0.0,0.0,0.0,0.0
58707,2019,WA,IN,FOOD5,MEMBE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
7088,2019,CA,IN,PFERT,WOODW,1.06,0.0,0.0,0.0,0.0,0.0,0.0
258,2019,AT,IN,BUSIN,RETA1,1.06,0.0,0.0,0.0,0.0,0.0,0.0
65717,2019,WL,IN,LANDT,WHOLE,1.06,0.0,0.0,0.0,0.0,0.0,0.0
55982,2019,US,IN,PUBLI,GLASS,1.06,0.0,0.0,0.0,0.0,0.0,0.0
12774,2019,DE,IN,CONST,PREC1,1.07,0.0,0.0,0.0,0.0,0.0,0.0
69682,2019,ZA,IN,BITUM,FOOD3,1.07,0.0,0.0,0.0,0.0,0.0,0.0
46803,2019,RU,IN,ANTHR,PRINT,1.07,0.0,0.0,0.0,0.0,0.0,0.0
8222,2019,CH,IN,RUBBE,MACHI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
34732,2019,JP,IN,FABRI,BUSIN,1.07,0.0,0.0,0.0,0.0,0.0,0.0
33694,2019,IT,IN,STONE,TRANS,1.07,0.0,0.0,0.0,0.0,0.0,0.0
29449,2019,IE,IN,AUXIL,LANDT,1.07,0.0,0.0,0.0,0.0,0.0,0.0
25290,2019,GB,IN,RETA1,RECRE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
65009,2019,WL,IN,AIRTR,WHOLE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
24027,2019,GB,IN,INSUR,CRUDE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
28120,2019,ID,IN,FABRI,OFFIC,1.07,0.0,0.0,0.0,0.0,0.0,0.0
54635,2019,US,IN,INSUR,COMPU,1.07,0.0,0.0,0.0,0.0,0.0,0.0
27829,2019,ID,IN,BITUM,BIOG1,1.07,0.0,0.0,0.0,0.0,0.0,0.0
32992,2019,IT,IN,PAPER,TEXTI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
67432,2019,WM,IN,ELECT,FURNI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
63933,2019,WF,IN,FURNI,COMPU,1.07,0.0,0.0,0.0,0.0,0.0,0.0
44012,2019,PL,IN,ALUM1,FABRI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
48459,2019,RU,IN,RADIO,MEMBE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
21309,2019,FR,IN,MOTOR,MOTOR,1.07,0.0,0.0,0.0,0.0,0.0,0.0
58895,2019,WA,IN,FURNI,TRAN2,1.07,0.0,0.0,0.0,0.0,0.0,0.0
56558,2019,US,IN,SEACO,FABRI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
18789,2019,FI,IN,BASIC,FABRI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
63145,2019,WE,IN,RADIO,COMPU,1.07,0.0,0.0,0.0,0.0,0.0,0.0
19433,2019,FI,IN,PAPER,RUBBE,1.07,0.0,0.0,0.0,0.0,0.0,0.0
59252,2019,WA,IN,INSUR,FORES,1.07,0.0,0.0,0.0,0.0,0.0,0.0
30213,2019,IE,IN,LANDT,FURNI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
60622,2019,WA,IN,PRINT,RESEA,1.07,0.0,0.0,0.0,0.0,0.0,0.0
9978,2019,CN,IN,PARAF,BLAST,1.07,0.0,0.0,0.0,0.0,0.0,0.0
15606,2019,DK,IN,COPP1,FABRI,1.07,0.0,0.0,0.0,0.0,0.0,0.0
47600,2019,RU,IN,GASDI,NONME,1.07,0.0,0.0,0.0,0.0,0.0,0.0
61853,2019,WA,IN,TEXTI,TRANS,1.07,0.0,0.0,0.0,0.0,0.0,0.0
33828,2019,IT,IN,WHOLE,COMPU,1.07,0.0,0.0,0.0,0.0,0.0,0.0
27248,2019,HU,IN,MACHI,CONST,1.07,0.0,0.0,0.0,0.0,0.0,0.0
69205,2019,WM,IN,RUBBE,EDUCA,1.07,0.0,0.0,0.0,0.0,0.0,0.0
23123,2019,GB,IN,BEVER,BUSIN,1.09,0.0,0.0,0.0,0.0,0.0,0.0
3021,2019,BE,IN,ALUM1,ELECT,1.09,0.0,0.0,0.0,0.0,0.0,0.0
18992,2019,FI,IN,COMPU,ELEC1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
60065,2019,WA,IN,OFFIC,RADIO,1.11,0.0,0.0,0.0,0.0,0.0,0.0
53453,2019,US,IN,BITUM,PRINT,1.11,0.0,0.0,0.0,0.0,0.0,0.0
30411,2019,IE,IN,PLAST,RADIO,1.11,0.0,0.0,0.0,0.0,0.0,0.0
23097,2019,GB,IN,BASIC,FURNI,1.11,0.0,0.0,0.0,0.0,0.0,0.0
47110,2019,RU,IN,CHEM1,LEATH,1.11,0.0,0.0,0.0,0.0,0.0,0.0
12117,2019,DE,IN,AIRTR,FOOD5,1.11,0.0,0.0,0.0,0.0,0.0,0.0
557,2019,AT,IN,FABRI,TRANS,1.11,0.0,0.0,0.0,0.0,0.0,0.0
17036,2019,ES,IN,CHEM1,WHOLE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
35778,2019,JP,IN,PRINT,BUSIN,1.11,0.0,0.0,0.0,0.0,0.0,0.0
58963,2019,WA,IN,GASDI,NFERT,1.11,0.0,0.0,0.0,0.0,0.0,0.0
802,2019,AT,IN,NONF1,ALUM1,1.11,0.0,0.0,0.0,0.0,0.0,0.0
25188,2019,GB,IN,RENTI,REALE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
19686,2019,FI,IN,RENTI,PROCE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
59650,2019,WA,IN,MEDIC,COLLE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
14571,2019,DE,IN,RENTI,WHOLE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
55727,2019,US,IN,PRINT,BEVER,1.11,0.0,0.0,0.0,0.0,0.0,0.0
34368,2019,JP,IN,CHEM1,FOOD3,1.11,0.0,0.0,0.0,0.0,0.0,0.0
21763,2019,FR,IN,PRINT,MEMBE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
40185,2019,MX,IN,GLASS,GLASS,1.11,0.0,0.0,0.0,0.0,0.0,0.0
41203,2019,NL,IN,CONST,PUBLI,1.11,0.0,0.0,0.0,0.0,0.0,0.0
69745,2019,ZA,IN,CEREA,RAWMI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
69751,2019,ZA,IN,CHEM1,BASIC,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2257,2019,AU,IN,LEATH,LEATH,1.1,0.0,0.0,0.0,0.0,0.0,0.0
32234,2019,IT,IN,FISHF,RETAI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
56858,2019,US,IN,TRANS,RAILW,1.1,0.0,0.0,0.0,0.0,0.0,0.0
10047,2019,CN,IN,PFERT,FURNI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
7687,2019,CH,IN,FABRI,RUBBE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
9150,2019,CN,IN,FURNI,PLAST,1.1,0.0,0.0,0.0,0.0,0.0,0.0
61429,2019,WA,IN,RUBBE,NONME,1.1,0.0,0.0,0.0,0.0,0.0,0.0
68347,2019,WM,IN,MOTOR,PRINT,1.1,0.0,0.0,0.0,0.0,0.0,0.0
9994,2019,CN,IN,PARAF,NAPHT,1.1,0.0,0.0,0.0,0.0,0.0,0.0
61693,2019,WA,IN,SUPPO,CROPS,1.11,0.0,0.0,0.0,0.0,0.0,0.0
2332,2019,AU,IN,MOTOR,LIQUE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
44237,2019,PL,IN,COMPU,COMPU,1.09,0.0,0.0,0.0,0.0,0.0,0.0
46376,2019,RO,IN,PLAST,ELECT,1.11,0.0,0.0,0.0,0.0,0.0,0.0
35624,2019,JP,IN,PLAST,ALUM1,1.11,0.0,0.0,0.0,0.0,0.0,0.0
12716,2019,DE,IN,CONST,COPP1,1.11,0.0,0.0,0.0,0.0,0.0,0.0
41238,2019,NL,IN,COPP1,FOUND,1.11,0.0,0.0,0.0,0.0,0.0,0.0
27882,2019,ID,IN,BITUM,RADIO,1.11,0.0,0.0,0.0,0.0,0.0,0.0
37835,2019,KR,IN,PAPER,RECRE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
43270,2019,NL,IN,WHOLE,BLAST,1.11,0.0,0.0,0.0,0.0,0.0,0.0
7574,2019,CH,IN,CHEM1,VEGET,1.11,0.0,0.0,0.0,0.0,0.0,0.0
53426,2019,US,IN,BITUM,FOUND,1.11,0.0,0.0,0.0,0.0,0.0,0.0
23211,2019,GB,IN,BUSIN,GLASS,1.11,0.0,0.0,0.0,0.0,0.0,0.0
63299,2019,WE,IN,SEACO,MOTOR,1.11,0.0,0.0,0.0,0.0,0.0,0.0
40342,2019,MX,IN,PLANT,RUBBE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
43841,2019,NO,IN,PLAST,MACHI,1.11,0.0,0.0,0.0,0.0,0.0,0.0
47635,2019,RU,IN,GLASS,CONST,1.11,0.0,0.0,0.0,0.0,0.0,0.0
22123,2019,FR,IN,RETA1,PROCE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
47836,2019,RU,IN,MEDIC,MACHI,1.11,0.0,0.0,0.0,0.0,0.0,0.0
24682,2019,GB,IN,POSTT,REALE,1.11,0.0,0.0,0.0,0.0,0.0,0.0
70452,2019,ZA,IN,PULP5,MOTOR,1.11,0.0,0.0,0.0,0.0,0.0,0.0
58489,2019,WA,IN,FABRI,LEAD1,1.11,0.0,0.0,0.0,0.0,0.0,0.0
62513,2019,WE,IN,CEREA,POULT,1.11,0.0,0.0,0.0,0.0,0.0,0.0
38725,2019,LU,IN,AIRTR,CONST,1.11,0.0,0.0,0.0,0.0,0.0,0.0
67034,2019,WM,IN,CHEM1,DAIRY,1.11,0.0,0.0,0.0,0.0,0.0,0.0
41421,2019,NL,IN,FOOD2,BRICK,1.11,0.0,0.0,0.0,0.0,0.0,0.0
36008,2019,JP,IN,REALE,FINAN,1.11,0.0,0.0,0.0,0.0,0.0,0.0
23452,2019,GB,IN,CONST,DISTR,1.11,0.0,0.0,0.0,0.0,0.0,0.0
18232,2019,ES,IN,PULP5,PAPER,1.11,0.0,0.0,0.0,0.0,0.0,0.0
27740,2019,ID,IN,ALUM1,FURNI,1.11,0.0,0.0,0.0,0.0,0.0,0.0
17008,2019,ES,IN,CHEM1,PADDY,1.11,0.0,0.0,0.0,0.0,0.0,0.0
56838,2019,US,IN,TRANS,AIRTR,1.11,0.0,0.0,0.0,0.0,0.0,0.0
68792,2019,WM,IN,PLAST,GLASS,1.11,0.0,0.0,0.0,0.0,0.0,0.0
64691,2019,WF,IN,RUBBE,CONST,1.11,0.0,0.0,0.0,0.0,0.0,0.0
56434,2019,US,IN,RUBBE,ELECT,1.1,0.0,0.0,0.0,0.0,0.0,0.0
24761,2019,GB,IN,PRINT,NONME,1.1,0.0,0.0,0.0,0.0,0.0,0.0
38146,2019,KR,IN,RADIO,TRANS,1.1,0.0,0.0,0.0,0.0,0.0,0.0
29772,2019,IE,IN,CONST,MOTOR,1.09,0.0,0.0,0.0,0.0,0.0,0.0
55412,2019,US,IN,PFERT,SUGAR,1.09,0.0,0.0,0.0,0.0,0.0,0.0
29358,2019,IE,IN,AIRTR,REALE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
34682,2019,JP,IN,ELECT,FABRI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
9314,2019,CN,IN,HEAVY,ELEC6,1.09,0.0,0.0,0.0,0.0,0.0,0.0
58906,2019,WA,IN,GASDI,AUXIL,1.09,0.0,0.0,0.0,0.0,0.0,0.0
63908,2019,WF,IN,FORES,TOBAC,1.09,0.0,0.0,0.0,0.0,0.0,0.0
57848,2019,WA,IN,CEMEN,MEMBE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
18397,2019,ES,IN,RUBBE,FURNI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
37346,2019,KR,IN,HEAVY,FOUND,1.09,0.0,0.0,0.0,0.0,0.0,0.0
48308,2019,RU,IN,PRINT,BITUM,1.09,0.0,0.0,0.0,0.0,0.0,0.0
53685,2019,US,IN,CHEM1,MEATP,1.09,0.0,0.0,0.0,0.0,0.0,0.0
65226,2019,WL,IN,CHEM1,PADDY,1.09,0.0,0.0,0.0,0.0,0.0,0.0
6529,2019,CA,IN,CHEM1,WEARI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
47390,2019,RU,IN,FABRI,FISH5,1.09,0.0,0.0,0.0,0.0,0.0,0.0
8984,2019,CN,IN,FABRI,RECRE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
24017,2019,GB,IN,INSUR,BUSIN,1.1,0.0,0.0,0.0,0.0,0.0,0.0
9966,2019,CN,IN,PAPER,TRAN1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
17860,2019,ES,IN,PAPER,MOTO1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
22598,2019,FR,IN,TRAN2,NONF1,1.09,0.0,0.0,0.0,0.0,0.0,0.0
32728,2019,IT,IN,MACHI,WHEAT,1.09,0.0,0.0,0.0,0.0,0.0,0.0
47038,2019,RU,IN,BUSIN,PROCE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
52064,2019,TR,IN,LEATH,TEXTI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
7925,2019,CH,IN,PAPER,FINAN,1.09,0.0,0.0,0.0,0.0,0.0,0.0
54965,2019,US,IN,MOTO1,CONST,1.09,0.0,0.0,0.0,0.0,0.0,0.0
57206,2019,WA,IN,AIRTR,MACHI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
51230,2019,SI,IN,WOODW,CONST,1.09,0.0,0.0,0.0,0.0,0.0,0.0
65254,2019,WL,IN,CHEM1,WHOLE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
47549,2019,RU,IN,FURNI,WOODW,1.09,0.0,0.0,0.0,0.0,0.0,0.0
12924,2019,DE,IN,FABRI,LIQUE,1.09,0.0,0.0,0.0,0.0,0.0,0.0
64645,2019,WF,IN,PULP5,PAPER,1.09,0.0,0.0,0.0,0.0,0.0,0.0
5481,2019,BR,IN,ALUM1,MACHI,1.09,0.0,0.0,0.0,0.0,0.0,0.0
43726,2019,NO,IN,NONF1,RUBBE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
3452,2019,BE,IN,COMPU,PUBLI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
70616,2019,ZA,IN,WOODW,FURNI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
67970,2019,WM,IN,HEAVY,BRICK,1.1,0.0,0.0,0.0,0.0,0.0,0.0
61620,2019,WA,IN,SEACO,NONME,1.1,0.0,0.0,0.0,0.0,0.0,0.0
6583,2019,CA,IN,CRUDE,REFIN,1.1,0.0,0.0,0.0,0.0,0.0,0.0
41876,2019,NL,IN,MACHI,FABRI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
65876,2019,WL,IN,NONSP,NONSP,1.1,0.0,0.0,0.0,0.0,0.0,0.0
24233,2019,GB,IN,MACHI,MEDIC,1.1,0.0,0.0,0.0,0.0,0.0,0.0
61099,2019,WA,IN,REALE,RECRE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
42327,2019,NL,IN,PLAST,LIQUE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
54243,2019,US,IN,FISH5,WHOLE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
6574,2019,CA,IN,CRUDE,LUBRI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
39951,2019,MX,IN,CHEM1,TRANS,1.1,0.0,0.0,0.0,0.0,0.0,0.0
59929,2019,WA,IN,NONF1,PAPER,1.1,0.0,0.0,0.0,0.0,0.0,0.0
54000,2019,US,IN,ELECT,RADIO,1.1,0.0,0.0,0.0,0.0,0.0,0.0
6132,2019,BR,IN,PREC1,FOUND,1.1,0.0,0.0,0.0,0.0,0.0,0.0
24868,2019,GB,IN,PUBLI,OFFIC,1.1,0.0,0.0,0.0,0.0,0.0,0.0
30676,2019,IE,IN,PUBLI,RETA1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
20545,2019,FR,IN,CRUDE,NONSP,1.1,0.0,0.0,0.0,0.0,0.0,0.0
9343,2019,CN,IN,HEAVY,RUBBE,1.1,0.0,0.0,0.0,0.0,0.0,0.0
66452,2019,WL,IN,SUPPO,RADIO,1.1,0.0,0.0,0.0,0.0,0.0,0.0
54052,2019,US,IN,FABRI,EDUCA,1.1,0.0,0.0,0.0,0.0,0.0,0.0
64593,2019,WF,IN,PREC1,PAPER,1.1,0.0,0.0,0.0,0.0,0.0,0.0
57153,2019,WA,IN,AIRTR,BLAST,1.1,0.0,0.0,0.0,0.0,0.0,0.0
24657,2019,GB,IN,POSTT,LANDT,1.1,0.0,0.0,0.0,0.0,0.0,0.0
47829,2019,RU,IN,MEDIC,FABRI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
28362,2019,ID,IN,GLASS,MOTO1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
32648,2019,IT,IN,MACHI,EDUCA,1.1,0.0,0.0,0.0,0.0,0.0,0.0
22815,2019,GB,IN,AIRTR,BIOG1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
55095,2019,US,IN,NONF1,PREC1,1.1,0.0,0.0,0.0,0.0,0.0,0.0
59175,2019,WA,IN,INLAN,FURNI,1.1,0.0,0.0,0.0,0.0,0.0,0.0
9908,2019,CN,IN,PAPER,GASDI,1.06,0.0,0.0,0.0,0.0,0.0,0.0
41116,2019,NL,IN,COMPU,RETA1,1.06,0.0,0.0,0.0,0.0,0.0,0.0
69803,2019,ZA,IN,CHEM1,PAPER,1.01,0.0,0.0,0.0,0.0,0.0,0.0
48364,2019,RU,IN,PRINT,PAPER,1.03,0.0,0.0,0.0,0.0,0.0,0.0
51587,2019,TR,IN,CHEM1,CERAM,1.03,0.0,0.0,0.0,0.0,0.0,0.0
42871,2019,NL,IN,RUBBE,LANDT,1.03,0.0,0.0,0.0,0.0,0.0,0.0
