trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,CO2_total,CH4_total,N2O_total,impact_intensity
5042,2020,US,US,ELEC1,WHOLE,740.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14272,2020,US,US,PAPER,MEMBE,740.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4073,2020,US,US,DAIRY,RECRE,741.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6655,2020,US,US,FABRI,TOBAC,741.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6636,2020,US,US,FABRI,RENTI,742.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,2020,US,US,BASIC,WHOLE,744.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,2020,US,US,ELEC1,EDUCA,745.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11960,2020,US,US,MEMBE,RENTI,745.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9516,2020,US,US,INSUR,ELEC2,727.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14830,2020,US,US,PLAS1,BUSIN,724.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10097,2020,US,US,LANDT,FOOD3,800.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6723,2020,US,US,FINAN,ELECT,724.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18169,2020,US,US,SEWAG,SEWAG,709.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5379,2020,US,US,ELEC3,WHOLE,710.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,2020,US,US,COMPU,GASDI,710.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8297,2020,US,US,GASDI,CEREA,713.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,2020,US,US,AUXIL,SALEM,714.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16836,2020,US,US,RENTI,BEVER,714.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3371,2020,US,US,CONST,CHEM1,716.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19313,2020,US,US,TEXTI,MACHI,716.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6454,2020,US,US,ELECT,WOODW,717.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20710,2020,US,US,WHOLE,MEAT1,718.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2020,US,US,93197,RETA1,719.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4896,2020,US,US,ELEC1,BUSIN,719.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17048,2020,US,US,RESEA,FINAN,719.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16438,2020,US,US,REALE,BEVER,722.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20033,2020,US,US,VEGET,RETAI,724.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12926,2020,US,US,NONME,MACHI,724.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,2020,US,US,GASDI,SALEM,724.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15993,2020,US,US,PUBLI,PUBLI,747.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,2020,US,US,BASIC,RUBBE,748.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15797,2020,US,US,PRINT,RENTI,748.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8244,2020,US,US,FURNI,RETAI,750.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2689,2020,US,US,CHEM1,ELECT,782.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11065,2020,US,US,MACHI,PFERT,783.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14188,2020,US,US,PAPER,BASIC,784.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7343,2020,US,US,FOOD3,RESEA,786.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16932,2020,US,US,RENTI,OFFIC,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,2020,US,US,CRUDE,PRIVA,788.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3822,2020,US,US,CRUDE,BITU1,789.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11796,2020,US,US,MEDIC,RESEA,789.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3408,2020,US,US,CONST,FOOD5,790.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,2020,US,US,BIOGA,HEALT,792.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5162,2020,US,US,ELEC2,PFERT,794.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241,2020,US,US,FURNI,RENTI,794.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18767,2020,US,US,SUPPO,ELEC1,794.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8679,2020,US,US,HEALT,RECRE,799.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20706,2020,US,US,WHOLE,LIQUE,799.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,2020,US,US,CRUDE,NONSP,799.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2794,2020,US,US,CHEM1,TOBAC,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19384,2020,US,US,TEXTI,WEARI,780.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17214,2020,US,US,RETA1,HEALT,779.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9300,2020,US,US,INERT,REALE,779.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10089,2020,US,US,LANDT,ELECT,761.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3137,2020,US,US,COLLE,RECRE,752.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2020,US,US,93197,RECRE,752.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13300,2020,US,US,OFFIC,RETA1,753.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8736,2020,US,US,HEAVY,CRUDE,755.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8426,2020,US,US,GASDI,SUPPO,757.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,2020,US,US,COMPU,AUXIL,757.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17649,2020,US,US,SALEM,PROCE,759.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,2020,US,US,AUXIL,CRUDE,767.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,2020,US,US,BASIC,RECRE,773.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8242,2020,US,US,FURNI,RESEA,769.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19556,2020,US,US,TRAN1,HEALT,770.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3275,2020,US,US,COMPU,NATUR,770.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8515,2020,US,US,GLASS,FOOD5,770.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6738,2020,US,US,FINAN,GASDI,771.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13237,2020,US,US,OFFIC,HEALT,772.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8091,2020,US,US,FOUND,RESEA,773.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20637,2020,US,US,WHOLE,BRICK,894.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12300,2020,US,US,MOTOR,RENTI,902.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21249,2020,US,US,WOODW,PUBLI,903.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,2020,US,US,DIST1,GASDI,1060.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14210,2020,US,US,PAPER,COMPU,1062.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21196,2020,US,US,WOODW,HOTEL,1062.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,2020,US,US,BUSIN,MEATP,1066.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18820,2020,US,US,SUPPO,MEMBE,1066.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,2020,US,US,CHEM1,RETA1,1067.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,2020,US,US,COLLE,ELEC5,1068.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,2020,US,US,CEREA,CHEM1,1069.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11585,2020,US,US,MEATP,HOTEL,1073.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037,2020,US,US,COLLE,DIST1,1074.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6518,2020,US,US,FABRI,CEMEN,1077.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6409,2020,US,US,ELECT,POSTT,1077.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17662,2020,US,US,SALEM,RUBBE,1077.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4196,2020,US,US,DIST1,MOTO1,1078.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,2020,US,US,COMPU,ELEC2,1078.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2020,US,US,AIRTR,POSTT,1080.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,2020,US,US,CONST,COMPU,1088.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19673,2020,US,US,TRAN2,MOTO1,1089.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,2020,US,US,AUXIL,EDUCA,1061.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,2020,US,US,DIST1,PLAST,1060.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20721,2020,US,US,WHOLE,NATUR,1032.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7956,2020,US,US,FORES,PUBLI,1058.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,2020,US,US,BUSIN,FISH5,1033.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6772,2020,US,US,FINAN,NATUR,1034.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9510,2020,US,US,INSUR,DIST1,1034.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15254,2020,US,US,POSTT,CRUDE,1037.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10117,2020,US,US,LANDT,KEROS,1040.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15549,2020,US,US,PREC1,PREC1,1040.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2020,US,US,AIRTR,LANDT,1040.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11693,2020,US,US,MEDIC,COMPU,1045.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10138,2020,US,US,LANDT,NATUR,1045.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,2020,US,US,CHEM1,CEMEN,1046.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16850,2020,US,US,RENTI,CHEM1,1046.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8900,2020,US,US,HOTEL,CONST,1047.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17597,2020,US,US,SALEM,INSUR,1049.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18096,2020,US,US,SEWAG,HOTEL,1050.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6298,2020,US,US,ELECT,BASIC,1052.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7622,2020,US,US,FOOD5,MEMBE,1056.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,2020,US,US,CHEM1,COMPU,1057.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2706,2020,US,US,CHEM1,GLASS,1091.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,2020,US,US,COMPU,MOTO1,1095.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2020,US,US,AIRTR,SALEM,1096.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,2020,US,US,BASIC,FOUND,1096.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,2020,US,US,COLLE,INSUR,1133.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10569,2020,US,US,LIQUE,DISTR,1135.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,2020,US,US,CHEM1,DIST1,1135.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16828,2020,US,US,RENTI,93197,1136.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12484,2020,US,US,NATUR,NATUR,1138.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6138,2020,US,US,ELEC8,REALE,1139.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18849,2020,US,US,SUPPO,PLAST,1148.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10599,2020,US,US,LIQUE,GLASS,1150.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19558,2020,US,US,TRAN1,HOTEL,1152.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2020,US,US,ALUM1,FURNI,1155.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,2020,US,US,COLLE,RETA1,1157.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3042,2020,US,US,COLLE,ELEC1,1158.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3968,2020,US,US,CRUDE,WHOLE,1167.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12238,2020,US,US,MOTOR,INSUR,1168.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6731,2020,US,US,FINAN,FOOD3,1169.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7957,2020,US,US,FORES,PULP5,1170.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6715,2020,US,US,FINAN,ELEC2,1170.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11274,2020,US,US,MEAT4,HEALT,1132.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2020,US,US,AIRTR,EDUCA,1132.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17553,2020,US,US,SALEM,COMPU,1131.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11694,2020,US,US,MEDIC,CONST,1112.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2020,US,US,AIRTR,RESEA,1098.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19337,2020,US,US,TEXTI,PAPER,1099.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12222,2020,US,US,MOTOR,FOOD3,1100.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,2020,US,US,CHEM1,GASDI,1102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10979,2020,US,US,MACHI,COMPU,1103.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6685,2020,US,US,FINAN,BITUM,1105.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2020,US,US,AIRTR,RENTI,1109.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21157,2020,US,US,WOODW,COMPU,1117.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6833,2020,US,US,FINAN,TRANS,1129.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20325,2020,US,US,WEARI,PUBLI,1117.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16058,2020,US,US,RADIO,BEVER,1120.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12257,2020,US,US,MOTOR,MEMBE,1122.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18763,2020,US,US,SUPPO,DISTR,1123.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5197,2020,US,US,ELEC2,SUPPO,1124.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20747,2020,US,US,WHOLE,POULT,1124.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,2020,US,US,BEVER,RECRE,1124.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,2020,US,US,CONST,ELEC4,1033.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15270,2020,US,US,POSTT,ELECT,1028.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18190,2020,US,US,SEWAG,WHOLE,904.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19746,2020,US,US,TRANS,INSUR,938.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13200,2020,US,US,OFFIC,COMPU,940.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10080,2020,US,US,LANDT,ELEC1,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10830,2020,US,US,LUBRI,EDUCA,941.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16926,2020,US,US,RENTI,NATUR,941.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15802,2020,US,US,PRINT,SALEM,942.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8997,2020,US,US,HOTEL,PRINT,942.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9573,2020,US,US,INSUR,NATUR,942.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15306,2020,US,US,POSTT,MACHI,945.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15794,2020,US,US,PRINT,REALE,945.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11734,2020,US,US,MEDIC,HOTEL,953.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3472,2020,US,US,CONST,POULT,958.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8304,2020,US,US,GASDI,COMPU,958.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,2020,US,US,DIST1,CHEM1,959.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20032,2020,US,US,VEGET,RETA1,964.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,2020,US,US,DISTR,RECRE,966.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15664,2020,US,US,PRINT,93197,968.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,2020,US,US,DISTR,RESEA,969.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12126,2020,US,US,MOTO1,RECRE,939.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12952,2020,US,US,NONME,PFERT,937.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4243,2020,US,US,DIST1,SALEM,1024.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18162,2020,US,US,SEWAG,RETA1,936.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6746,2020,US,US,FINAN,INLAN,905.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7560,2020,US,US,FOOD5,CATTL,916.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,2020,US,US,BUSIN,POULT,917.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11089,2020,US,US,MACHI,RUBBE,921.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15225,2020,US,US,POSTT,AUXIL,924.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17258,2020,US,US,RETA1,PFERT,925.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,2020,US,US,CONST,ELEC1,927.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,2020,US,US,COLLE,ELEC4,927.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2020,US,US,AIRTR,RECRE,929.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,2020,US,US,CATTL,WHOLE,930.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17892,2020,US,US,SEACO,HEALT,932.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19363,2020,US,US,TEXTI,RUBBE,933.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2020,US,US,AIRTR,SUPPO,933.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20769,2020,US,US,WHOLE,SECO9,934.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,2020,US,US,DIST1,WOODW,934.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,2020,US,US,AUXIL,RENTI,934.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,2020,US,US,CONST,SALEM,935.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5285,2020,US,US,ELEC3,HOTEL,971.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18844,2020,US,US,SUPPO,PFERT,976.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17384,2020,US,US,RUBBE,COMPU,978.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17240,2020,US,US,RETA1,MOTO1,979.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15350,2020,US,US,POSTT,RADIO,1007.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,2020,US,US,COLLE,BUSIN,1007.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2020,US,US,BUSIN,BITUM,1007.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3199,2020,US,US,COMPU,CHEM1,1009.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21261,2020,US,US,WOODW,RUBBE,1009.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6633,2020,US,US,FABRI,RECRE,1011.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18723,2020,US,US,SUPPO,93197,1012.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2020,US,US,93197,SUPPO,1012.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6638,2020,US,US,FABRI,RETA1,1014.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4156,2020,US,US,DIST1,FINAN,1014.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2797,2020,US,US,CHEM1,TRANS,1015.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6641,2020,US,US,FABRI,SALEM,1015.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17576,2020,US,US,SALEM,FABRI,1016.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,2020,US,US,BUSIN,TRAN1,1017.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413,2020,US,US,GASDI,RETA1,1020.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2020,US,US,93197,POSTT,1022.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7685,2020,US,US,FOOD5,WHOLE,1023.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6577,2020,US,US,FABRI,LANDT,1006.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12452,2020,US,US,NATUR,GASDI,1003.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6878,2020,US,US,FISH5,FISH5,999.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10038,2020,US,US,LANDT,AIRTR,989.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,2020,US,US,BIODI,RAWMI,982.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21258,2020,US,US,WOODW,RESEA,983.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10972,2020,US,US,MACHI,CHEM1,983.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2020,US,US,CRUDE,PETRO,986.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10093,2020,US,US,LANDT,FISH5,988.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10173,2020,US,US,LANDT,RAILW,988.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16892,2020,US,US,RENTI,FURNI,989.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,2020,US,US,CHEM1,RECRE,990.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15324,2020,US,US,POSTT,OFFIC,998.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8111,2020,US,US,FURNI,93197,991.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15953,2020,US,US,PUBLI,HEALT,993.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18760,2020,US,US,SUPPO,CRUDE,995.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,2020,US,US,BASIC,REALE,996.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20127,2020,US,US,WASTE,HEALT,997.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,2020,US,US,AUXIL,SUPPO,997.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4947,2020,US,US,ELEC1,HOTEL,998.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8243,2020,US,US,FURNI,RETA1,2360.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11002,2020,US,US,MACHI,FABRI,2363.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14273,2020,US,US,PAPER,MOTO1,2379.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10091,2020,US,US,LANDT,FABRI,10180.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7652,2020,US,US,FOOD5,PUBLI,10278.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,2020,US,US,CHEM1,PUBLI,10300.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16966,2020,US,US,RENTI,RETA1,10353.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18839,2020,US,US,SUPPO,PAPER,10382.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
